subj_no,stim_cond,percept_acc,d-prime,c,beta,conf_resp,c_conf_resp,ic_conf_resp,percept_rt,conf_rt,threshold,exp_cond
18,2.0,0.7222222222222222,1.1829778093054384,0.08300084554336257,1.1031703363816796,2.138888888888889,2.0576923076923075,2.35,540.7083333333334,104.30555555555556,3.813806979575274,size_high
18,3.0,0.7638888888888888,1.5160522073722162,0.32729880439065073,1.6424714264810376,2.1666666666666665,2.1636363636363636,2.176470588235294,548.0138888888889,99.76388888888889,3.813806979575274,dur_low
18,4.0,0.8055555555555556,1.8914821862099946,0.43725303399564075,2.2865778807808836,2.0694444444444446,2.0689655172413794,2.0714285714285716,522.7222222222222,116.34722222222223,3.813806979575274,dur_high
18,5.0,0.6805555555555556,0.939215358404814,0.038880379906949564,1.037191987937721,2.0416666666666665,2.061224489795918,2.0,564.3888888888889,93.08333333333333,3.813806979575274,noise_high
18,6.0,0.6666666666666666,0.861454598590915,5.551115123125783e-17,1.0,2.0416666666666665,2.0625,2.0,560.75,96.52777777777777,3.813806979575274,noise_low
18,7.0,0.625,0.6950247534679315,0.41719729705242137,1.3363773041527929,2.125,2.111111111111111,2.1481481481481484,477.7638888888889,77.22222222222223,3.813806979575274,tilt_low
18,8.0,0.9583333333333334,3.5834047083106704,0.4087082270546971,4.325669755479802,2.0972222222222223,2.101449275362319,2.0,436.4583333333333,86.0,3.813806979575274,tilt_high
18,9.0,0.7569444444444444,1.4217379857929653,0.20238093378712613,1.3334007866576771,2.111111111111111,2.1192660550458715,2.085714285714286,529.4236111111111,96.47222222222223,3.813806979575274,baseline
19,1.0,0.7777777777777778,1.6513676481428075,0.39495652477594634,1.9197950344256975,1.8472222222222223,1.9821428571428572,1.375,950.9305555555555,321.94444444444446,2.2105295029601804,size_low
19,2.0,0.8472222222222222,2.0527464741784596,-0.05895167098752879,0.8860225876268022,1.9722222222222223,2.0163934426229506,1.7272727272727273,927.1666666666666,482.02777777777777,2.2105295029601804,size_high
19,3.0,0.8055555555555556,1.8100961466971284,0.3155922754987859,1.7704829488178269,1.8888888888888888,1.9655172413793103,1.5714285714285714,984.7222222222222,420.84722222222223,2.2105295029601804,dur_low
19,4.0,0.7361111111111112,1.26394554804586,0.0425169761731517,1.0552093072526918,1.6527777777777777,1.679245283018868,1.5789473684210527,931.0833333333334,400.9166666666667,2.2105295029601804,dur_high
19,5.0,0.6805555555555556,0.9449462156893091,0.11698269000512376,1.116883648320437,1.7222222222222223,1.6938775510204083,1.7826086956521738,943.5277777777778,356.4166666666667,2.2105295029601804,noise_high
19,6.0,0.8472222222222222,2.147703800887025,-0.3091422266571255,0.514815891119451,1.8472222222222223,1.9344262295081966,1.3636363636363635,881.0555555555555,364.30555555555554,2.2105295029601804,noise_low
19,7.0,0.6527777777777778,0.7907042061718648,0.11313595602342416,1.0935803917849585,1.7916666666666667,1.8297872340425532,1.72,840.4444444444445,375.5416666666667,2.2105295029601804,tilt_low
19,8.0,0.9444444444444444,3.186437636046101,3.3306690738754696e-16,1.000000000000001,2.2916666666666665,2.323529411764706,1.75,1724.0277777777778,382.30555555555554,2.2105295029601804,tilt_high
19,9.0,0.7986111111111112,1.673851921674085,0.02470815933712972,1.0422249469131446,2.0,2.026086956521739,1.896551724137931,801.1041666666666,374.78472222222223,2.2105295029601804,baseline
20,1.0,0.8194444444444444,1.8290556862758733,-0.05289372296376438,0.907786949746738,1.9722222222222223,2.0,1.8461538461538463,1480.6944444444443,619.5694444444445,2.7864902234846776,size_low
20,2.0,0.8194444444444444,2.3452331243510143,-0.7418892628800496,0.1755373788407572,2.763888888888889,2.864406779661017,2.3076923076923075,1469.763888888889,743.6111111111111,2.7864902234846776,size_high
20,3.0,0.7916666666666666,1.948709235862581,-0.6188642000917595,0.2993965343252653,2.5555555555555554,2.736842105263158,1.8666666666666667,1288.763888888889,586.625,2.7864902234846776,dur_low
20,4.0,0.8194444444444444,2.3452331243510143,-0.7418892628800496,0.1755373788407572,3.0694444444444446,3.1864406779661016,2.5384615384615383,1259.6527777777778,645.6388888888889,2.7864902234846776,dur_high
20,5.0,0.5694444444444444,0.43090682087871485,-0.6461807097348149,0.7569609021108864,1.6944444444444444,1.8048780487804879,1.5483870967741935,1696.7083333333333,562.9166666666666,2.7864902234846776,noise_high
20,6.0,0.8194444444444444,2.101706877132407,-0.5423653794568467,0.3198532289541866,2.9583333333333335,3.152542372881356,2.076923076923077,1263.2222222222222,547.2222222222222,2.7864902234846776,noise_low
20,7.0,0.6944444444444444,1.072062514422097,-0.3256028629631238,0.7053461357438006,2.5833333333333335,2.68,2.3636363636363638,1421.263888888889,569.4027777777778,2.7864902234846776,tilt_low
20,8.0,0.9722222222222222,3.7936293992330823,0.30359588159349116,3.1636621407881904,3.3194444444444446,3.357142857142857,2.0,967.1388888888889,544.7361111111111,2.7864902234846776,tilt_high
20,9.0,0.8402777777777778,2.321120193972024,-0.5711042991362335,0.26564306781976804,2.8680555555555554,2.958677685950413,2.391304347826087,1318.8680555555557,590.0694444444445,2.7864902234846776,baseline
21,1.0,0.5694444444444444,0.4092192559468563,-0.5601000458129589,0.7951665224955726,1.8611111111111112,1.8048780487804879,1.935483870967742,355.31944444444446,192.84722222222223,4.500419315568781,size_low
21,2.0,0.6111111111111112,0.5894557978497783,-0.29472789892488915,0.840524591140646,2.3333333333333335,2.2954545454545454,2.392857142857143,386.30555555555554,264.56944444444446,4.500419315568781,size_high
21,3.0,0.7083333333333334,1.1438502672366804,-0.2897089865558321,0.7179296453642939,2.1527777777777777,2.156862745098039,2.142857142857143,416.05555555555554,244.61111111111111,4.500419315568781,dur_low
21,4.0,0.7222222222222222,1.1829778093054384,0.08300084554336257,1.1031703363816796,2.2222222222222223,2.3461538461538463,1.9,318.7361111111111,239.66666666666666,4.500419315568781,dur_high
21,5.0,0.5138888888888888,0.16235377825328845,-1.3018172379739938,0.8094866908641963,1.3611111111111112,1.4594594594594594,1.2571428571428571,498.625,223.18055555555554,4.500419315568781,noise_high
21,6.0,0.7916666666666666,2.196721972118065,-0.8161448389965243,0.16648612601772328,2.2083333333333335,2.175438596491228,2.3333333333333335,347.4861111111111,187.31944444444446,4.500419315568781,noise_low
21,7.0,0.5694444444444444,0.36104237897700175,-0.25020610980695657,0.9136250612697929,2.2083333333333335,2.1707317073170733,2.2580645161290325,351.18055555555554,227.43055555555554,4.500419315568781,tilt_low
21,8.0,0.75,1.3981488653971585,-0.2683471334031218,0.6871592284047807,2.4583333333333335,2.5925925925925926,2.0555555555555554,348.5,254.68055555555554,4.500419315568781,tilt_high
21,9.0,0.6736111111111112,0.9292964470706402,-0.2542198292873954,0.7895867401462814,2.2916666666666665,2.3608247422680413,2.148936170212766,328.80555555555554,236.35416666666666,4.500419315568781,baseline
22,1.0,0.7083333333333334,1.1202000916259178,0.20460962797342816,1.2575982158574437,1.6388888888888888,1.7647058823529411,1.3333333333333333,1004.9861111111111,271.9583333333333,2.4411938362973125,size_low
22,2.0,0.8055555555555556,1.810096146697128,-0.31559227549878566,0.5648176395416362,2.2777777777777777,2.413793103448276,1.7142857142857142,1018.875,314.68055555555554,2.4411938362973125,size_high
22,3.0,0.75,1.4408153259162897,0.364917245118614,1.6917751452217649,1.9166666666666667,2.037037037037037,1.5555555555555556,1102.375,244.94444444444446,2.4411938362973125,dur_low
22,4.0,0.7777777777777778,1.5938129671861152,-0.28841842448370103,0.6314825154431359,2.4583333333333335,2.5357142857142856,2.1875,819.375,422.1388888888889,2.4411938362973125,dur_high
22,5.0,0.5,0.0,1.5932188180230507,1.0,1.0,1.0,1.0,678.7777777777778,143.20833333333334,2.4411938362973125,noise_high
22,6.0,0.8472222222222222,2.147703800887025,-0.3091422266571255,0.514815891119451,2.611111111111111,2.7704918032786887,1.7272727272727273,1069.875,332.15277777777777,2.4411938362973125,noise_low
