subject_ID,trial_no,stim_condition,answer,percept_resp,conf_resp,correct,percept_rt,conf_rt,stim_size,stim_dur,stim_contrast,stim_tilt_diff,text_stim_condition
23,489,4,0,0,4,1,481.0,323.0,150.0,500.0,0.75,2.780008000175726,dur_high
23,490,1,0,0,2,1,714.0,579.0,75.0,100.0,0.75,2.780008000175726,size_low
23,491,7,1,0,3,0,1028.0,1482.0,150.0,100.0,0.75,1.390004000087863,tilt_low
23,492,3,0,0,2,1,887.0,1074.0,150.0,33.0,0.75,2.780008000175726,dur_low
23,493,7,1,1,3,1,567.0,263.0,150.0,100.0,0.75,1.390004000087863,tilt_low
23,494,3,0,1,2,0,1702.0,187.0,150.0,33.0,0.75,2.780008000175726,dur_low
23,495,8,0,0,3,1,391.0,620.0,150.0,100.0,0.75,5.560016000351452,tilt_high
23,496,5,0,1,2,0,672.0,411.0,150.0,100.0,0.9,2.780008000175726,noise_high
23,497,2,1,1,3,1,811.0,289.0,225.0,100.0,0.75,2.780008000175726,size_high
23,498,1,1,1,4,1,580.0,257.0,75.0,100.0,0.75,2.780008000175726,size_low
23,499,3,0,0,3,1,532.0,549.0,150.0,33.0,0.75,2.780008000175726,dur_low
23,500,3,1,1,2,1,771.0,456.0,150.0,33.0,0.75,2.780008000175726,dur_low
23,501,5,0,0,2,1,1075.0,434.0,150.0,100.0,0.9,2.780008000175726,noise_high
23,502,3,0,1,1,0,1448.0,322.0,150.0,33.0,0.75,2.780008000175726,dur_low
23,503,4,0,1,1,0,3017.0,292.0,150.0,500.0,0.75,2.780008000175726,dur_high
23,504,9,0,0,2,1,788.0,225.0,150.0,100.0,0.75,2.780008000175726,baseline
23,505,2,0,1,4,0,1123.0,273.0,225.0,100.0,0.75,2.780008000175726,size_high
23,506,3,1,1,3,1,937.0,266.0,150.0,33.0,0.75,2.780008000175726,dur_low
23,507,5,1,1,2,1,1476.0,233.0,150.0,100.0,0.9,2.780008000175726,noise_high
23,508,6,1,1,4,1,585.0,282.0,150.0,100.0,0.1,2.780008000175726,noise_low
23,509,6,0,0,2,1,622.0,406.0,150.0,100.0,0.1,2.780008000175726,noise_low
23,510,9,1,1,2,1,1591.0,198.0,150.0,100.0,0.75,2.780008000175726,baseline
23,511,7,1,1,2,1,1132.0,437.0,150.0,100.0,0.75,1.390004000087863,tilt_low
