subject_ID,trial_no,stim_condition,answer,percept_resp,conf_resp,correct,percept_rt,conf_rt,stim_size,stim_dur,stim_contrast,stim_tilt_diff,text_stim_condition
1,1,4,0,1,2,0,541.0,2267.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,2,5,0,0,1,1,2037.0,630.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,3,3,1,1,3,1,1144.0,532.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,4,9,0,0,2,1,1285.0,243.0,150.0,100.0,0.75,2.931591329751752,baseline
1,5,3,1,1,3,1,1714.0,356.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,6,1,0,1,2,0,1160.0,469.0,75.0,100.0,0.75,2.931591329751752,size_low
1,7,9,1,1,3,1,770.0,347.0,150.0,100.0,0.75,2.931591329751752,baseline
1,8,9,0,0,2,1,945.0,220.0,150.0,100.0,0.75,2.931591329751752,baseline
1,9,1,1,1,2,1,1462.0,509.0,75.0,100.0,0.75,2.931591329751752,size_low
1,10,9,1,1,2,1,1967.0,739.0,150.0,100.0,0.75,2.931591329751752,baseline
1,11,9,1,1,3,1,760.0,501.0,150.0,100.0,0.75,2.931591329751752,baseline
1,12,6,0,0,2,1,1317.0,396.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,13,2,0,0,3,1,555.0,333.0,225.0,100.0,0.75,2.931591329751752,size_high
1,14,8,0,0,2,1,621.0,444.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,15,8,1,1,3,1,474.0,459.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,16,4,1,1,2,1,1516.0,436.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,17,6,1,1,1,1,1018.0,245.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,18,5,0,1,3,0,879.0,133.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,19,3,1,1,2,1,1134.0,179.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,20,6,0,1,2,0,1391.0,420.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,21,1,0,1,2,0,1518.0,123.0,75.0,100.0,0.75,2.931591329751752,size_low
1,22,8,1,1,4,1,1043.0,581.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,23,4,1,1,4,1,3123.0,220.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,24,9,1,1,2,1,1339.0,213.0,150.0,100.0,0.75,2.931591329751752,baseline
1,25,9,0,0,2,1,829.0,228.0,150.0,100.0,0.75,2.931591329751752,baseline
1,26,5,0,0,3,1,515.0,340.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,27,3,1,1,2,1,922.0,157.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,28,3,0,0,3,1,1017.0,229.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,29,4,1,1,2,1,593.0,140.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,30,2,0,0,4,1,640.0,376.0,225.0,100.0,0.75,2.931591329751752,size_high
1,31,9,0,0,3,1,580.0,291.0,150.0,100.0,0.75,2.931591329751752,baseline
1,32,3,1,0,2,0,823.0,115.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,33,2,0,0,3,1,617.0,205.0,225.0,100.0,0.75,2.931591329751752,size_high
1,34,3,0,0,4,1,493.0,173.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,35,7,0,1,1,0,733.0,185.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,36,5,0,0,2,1,972.0,139.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,37,1,1,0,1,0,819.0,337.0,75.0,100.0,0.75,2.931591329751752,size_low
1,38,9,0,0,3,1,914.0,165.0,150.0,100.0,0.75,2.931591329751752,baseline
1,39,5,1,0,3,0,635.0,107.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,40,7,1,0,2,0,675.0,41.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,41,5,1,0,2,0,900.0,142.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,42,3,0,0,3,1,843.0,92.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,43,6,1,1,1,1,690.0,171.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,44,2,1,1,3,1,655.0,138.0,225.0,100.0,0.75,2.931591329751752,size_high
1,45,6,1,1,3,1,603.0,218.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,46,3,0,0,2,1,776.0,78.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,47,8,1,1,2,1,786.0,68.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,48,1,0,1,3,0,612.0,67.0,75.0,100.0,0.75,2.931591329751752,size_low
1,49,9,0,0,2,1,1046.0,110.0,150.0,100.0,0.75,2.931591329751752,baseline
1,50,3,1,1,4,1,1699.0,149.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,51,7,0,1,2,0,1214.0,109.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,52,4,1,1,4,1,339.0,204.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,53,5,0,1,4,0,893.0,163.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,54,2,1,1,2,1,954.0,69.0,225.0,100.0,0.75,2.931591329751752,size_high
1,55,9,0,1,2,0,982.0,42.0,150.0,100.0,0.75,2.931591329751752,baseline
1,56,9,0,0,1,1,994.0,363.0,150.0,100.0,0.75,2.931591329751752,baseline
1,57,6,1,1,2,1,1610.0,125.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,58,4,1,1,2,1,683.0,224.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,59,1,1,1,3,1,1674.0,89.0,75.0,100.0,0.75,2.931591329751752,size_low
1,60,5,0,0,2,1,863.0,314.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,61,8,0,0,4,1,668.0,133.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,62,8,1,1,2,1,1122.0,177.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,63,9,1,1,3,1,741.0,173.0,150.0,100.0,0.75,2.931591329751752,baseline
1,64,9,1,1,3,1,369.0,157.0,150.0,100.0,0.75,2.931591329751752,baseline
1,65,6,0,0,3,1,634.0,179.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,66,8,0,0,4,1,401.0,179.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,67,5,1,1,2,1,683.0,76.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,68,3,1,1,3,1,745.0,180.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,69,3,1,1,2,1,682.0,65.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,70,9,1,1,1,1,583.0,259.0,150.0,100.0,0.75,2.931591329751752,baseline
1,71,7,0,1,2,0,527.0,104.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,72,2,0,0,3,1,884.0,148.0,225.0,100.0,0.75,2.931591329751752,size_high
1,73,1,1,1,2,1,716.0,99.0,75.0,100.0,0.75,2.931591329751752,size_low
1,74,3,0,1,3,0,1152.0,138.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,75,4,0,1,3,0,255.0,131.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,76,9,0,1,3,0,534.0,147.0,150.0,100.0,0.75,2.931591329751752,baseline
1,77,8,1,1,4,1,497.0,203.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,78,6,1,1,4,1,355.0,141.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,79,4,1,1,2,1,571.0,182.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,80,9,1,1,1,1,485.0,42.0,150.0,100.0,0.75,2.931591329751752,baseline
1,81,2,1,1,2,1,959.0,52.0,225.0,100.0,0.75,2.931591329751752,size_high
1,82,9,1,0,2,0,604.0,245.0,150.0,100.0,0.75,2.931591329751752,baseline
1,83,9,1,0,3,0,402.0,165.0,150.0,100.0,0.75,2.931591329751752,baseline
1,84,8,0,0,2,1,351.0,101.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,85,2,1,1,3,1,710.0,91.0,225.0,100.0,0.75,2.931591329751752,size_high
1,86,3,0,1,3,0,775.0,141.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,87,2,1,0,2,0,910.0,158.0,225.0,100.0,0.75,2.931591329751752,size_high
1,88,9,1,1,1,1,659.0,107.0,150.0,100.0,0.75,2.931591329751752,baseline
1,89,8,0,0,1,1,504.0,117.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,90,9,1,0,1,0,394.0,156.0,150.0,100.0,0.75,2.931591329751752,baseline
1,91,7,0,0,3,1,711.0,66.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,92,3,0,0,2,1,778.0,91.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,93,1,0,1,2,0,1035.0,94.0,75.0,100.0,0.75,2.931591329751752,size_low
1,94,3,0,1,3,0,866.0,803.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,95,7,1,0,2,0,927.0,77.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,96,9,1,0,3,0,666.0,167.0,150.0,100.0,0.75,2.931591329751752,baseline
1,97,6,1,1,3,1,708.0,652.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,98,4,1,0,2,0,389.0,109.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,99,7,0,0,3,1,475.0,131.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,100,3,0,0,2,1,655.0,102.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,101,3,0,0,3,1,619.0,99.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,102,9,0,0,3,1,999.0,120.0,150.0,100.0,0.75,2.931591329751752,baseline
1,103,9,1,1,3,1,897.0,34.0,150.0,100.0,0.75,2.931591329751752,baseline
1,104,9,1,1,2,1,830.0,165.0,150.0,100.0,0.75,2.931591329751752,baseline
1,105,8,0,0,3,1,465.0,163.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,106,9,1,1,2,1,599.0,157.0,150.0,100.0,0.75,2.931591329751752,baseline
1,107,8,0,0,4,1,394.0,149.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,108,7,1,1,2,1,691.0,88.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,109,9,1,1,2,1,617.0,450.0,150.0,100.0,0.75,2.931591329751752,baseline
1,110,5,0,0,2,1,608.0,395.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,111,5,1,1,1,1,757.0,44.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,112,5,0,1,1,0,598.0,83.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,113,1,0,1,1,0,821.0,116.0,75.0,100.0,0.75,2.931591329751752,size_low
1,114,6,0,0,3,1,800.0,122.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,115,4,0,0,3,1,168.0,107.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,116,6,1,1,4,1,420.0,178.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,117,4,1,0,2,0,528.0,99.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,118,1,1,0,1,0,462.0,123.0,75.0,100.0,0.75,2.931591329751752,size_low
1,119,3,1,1,1,1,810.0,125.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,120,5,1,1,1,1,379.0,149.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,121,7,1,1,1,1,714.0,91.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,122,5,1,0,1,0,634.0,100.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,123,9,0,0,4,1,564.0,128.0,150.0,100.0,0.75,2.931591329751752,baseline
1,124,4,1,0,2,0,729.0,205.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,125,9,0,0,3,1,640.0,139.0,150.0,100.0,0.75,2.931591329751752,baseline
1,126,9,0,1,2,0,560.0,74.0,150.0,100.0,0.75,2.931591329751752,baseline
1,127,3,1,1,2,1,619.0,122.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,128,3,1,1,2,1,673.0,81.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,129,9,1,1,2,1,552.0,68.0,150.0,100.0,0.75,2.931591329751752,baseline
1,130,3,0,0,1,1,599.0,85.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,131,2,1,0,2,0,529.0,219.0,225.0,100.0,0.75,2.931591329751752,size_high
1,132,2,0,0,3,1,502.0,221.0,225.0,100.0,0.75,2.931591329751752,size_high
1,133,9,0,0,2,1,633.0,147.0,150.0,100.0,0.75,2.931591329751752,baseline
1,134,8,1,1,1,1,507.0,104.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,135,9,1,0,3,0,651.0,292.0,150.0,100.0,0.75,2.931591329751752,baseline
1,136,9,0,0,3,1,435.0,150.0,150.0,100.0,0.75,2.931591329751752,baseline
1,137,5,1,1,1,1,490.0,69.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,138,4,1,1,1,1,470.0,128.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,139,3,1,0,3,0,663.0,195.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,140,1,0,0,3,1,416.0,92.0,75.0,100.0,0.75,2.931591329751752,size_low
1,141,1,0,0,1,1,662.0,109.0,75.0,100.0,0.75,2.931591329751752,size_low
1,142,5,0,1,1,0,489.0,119.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,143,6,0,0,1,1,1051.0,72.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,144,9,1,0,1,0,630.0,83.0,150.0,100.0,0.75,2.931591329751752,baseline
1,145,9,0,0,1,1,474.0,114.0,150.0,100.0,0.75,2.931591329751752,baseline
1,146,7,0,0,1,1,435.0,104.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,147,6,0,1,1,0,744.0,82.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,148,7,0,1,1,0,615.0,96.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,149,1,1,0,1,0,477.0,78.0,75.0,100.0,0.75,2.931591329751752,size_low
1,150,9,1,0,1,0,613.0,98.0,150.0,100.0,0.75,2.931591329751752,baseline
1,151,1,0,0,1,1,436.0,117.0,75.0,100.0,0.75,2.931591329751752,size_low
1,152,7,1,1,1,1,727.0,116.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,153,3,1,1,3,1,678.0,109.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,154,7,1,0,3,0,504.0,125.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,155,2,1,1,3,1,684.0,218.0,225.0,100.0,0.75,2.931591329751752,size_high
1,156,8,0,0,4,1,471.0,243.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,157,7,0,1,2,0,557.0,146.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,158,1,0,1,1,0,494.0,131.0,75.0,100.0,0.75,2.931591329751752,size_low
1,159,4,0,0,1,1,264.0,203.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,160,8,0,0,1,1,424.0,78.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,161,8,1,1,1,1,728.0,192.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,162,3,1,1,1,1,928.0,117.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,163,4,1,1,1,1,471.0,109.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,164,6,0,1,1,0,590.0,123.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,165,9,1,1,1,1,465.0,109.0,150.0,100.0,0.75,2.931591329751752,baseline
1,166,7,0,0,3,1,518.0,115.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,167,5,0,0,3,1,458.0,77.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,168,4,0,0,4,1,201.0,99.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,169,8,0,0,3,1,467.0,107.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,170,4,0,0,2,1,713.0,117.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,171,7,0,0,3,1,544.0,178.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,172,1,1,1,2,1,445.0,122.0,75.0,100.0,0.75,2.931591329751752,size_low
1,173,5,1,1,1,1,593.0,66.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,174,1,1,1,1,1,471.0,99.0,75.0,100.0,0.75,2.931591329751752,size_low
1,175,4,0,1,1,0,503.0,100.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,176,2,0,0,3,1,798.0,100.0,225.0,100.0,0.75,2.931591329751752,size_high
1,177,4,1,1,2,1,230.0,81.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,178,3,1,1,1,1,556.0,155.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,179,9,1,0,3,0,514.0,101.0,150.0,100.0,0.75,2.931591329751752,baseline
1,180,6,1,1,1,1,599.0,109.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,181,1,1,1,2,1,459.0,102.0,75.0,100.0,0.75,2.931591329751752,size_low
1,182,4,0,1,1,0,378.0,124.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,183,8,1,1,1,1,546.0,90.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,184,6,0,1,3,0,833.0,33.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,185,1,0,1,1,0,650.0,59.0,75.0,100.0,0.75,2.931591329751752,size_low
1,186,6,1,1,2,1,658.0,215.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,187,7,1,1,2,1,559.0,248.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,188,7,0,1,1,0,500.0,93.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,189,5,0,1,1,0,608.0,60.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,190,1,1,1,1,1,751.0,101.0,75.0,100.0,0.75,2.931591329751752,size_low
1,191,3,1,1,2,1,938.0,138.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,192,3,0,0,2,1,768.0,91.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,193,2,1,1,3,1,712.0,90.0,225.0,100.0,0.75,2.931591329751752,size_high
1,194,8,0,0,3,1,520.0,106.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,195,5,0,0,3,1,575.0,113.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,196,9,0,0,2,1,482.0,165.0,150.0,100.0,0.75,2.931591329751752,baseline
1,197,7,1,1,3,1,712.0,196.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,198,8,1,1,3,1,559.0,220.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,199,5,1,1,1,1,416.0,145.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,200,2,0,1,4,0,849.0,172.0,225.0,100.0,0.75,2.931591329751752,size_high
1,201,7,1,1,1,1,601.0,181.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,202,3,0,1,2,0,852.0,52.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,203,8,1,1,2,1,432.0,101.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,204,3,1,1,4,1,557.0,367.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,205,9,0,0,3,1,496.0,101.0,150.0,100.0,0.75,2.931591329751752,baseline
1,206,1,1,0,1,0,717.0,131.0,75.0,100.0,0.75,2.931591329751752,size_low
1,207,2,1,0,3,0,633.0,173.0,225.0,100.0,0.75,2.931591329751752,size_high
1,208,1,1,1,2,1,962.0,235.0,75.0,100.0,0.75,2.931591329751752,size_low
1,209,5,0,0,1,1,760.0,61.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,210,6,1,1,2,1,661.0,144.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,211,9,0,1,2,0,648.0,133.0,150.0,100.0,0.75,2.931591329751752,baseline
1,212,9,1,1,2,1,552.0,141.0,150.0,100.0,0.75,2.931591329751752,baseline
1,213,3,0,1,2,0,757.0,106.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,214,3,1,1,2,1,613.0,50.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,215,3,0,1,2,0,703.0,101.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,216,1,0,1,2,0,654.0,77.0,75.0,100.0,0.75,2.931591329751752,size_low
1,217,9,0,1,3,0,651.0,229.0,150.0,100.0,0.75,2.931591329751752,baseline
1,218,4,0,1,2,0,139.0,103.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,219,9,0,1,2,0,521.0,39.0,150.0,100.0,0.75,2.931591329751752,baseline
1,220,1,1,1,2,1,591.0,65.0,75.0,100.0,0.75,2.931591329751752,size_low
1,221,3,0,0,2,1,779.0,65.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,222,4,1,1,2,1,323.0,18.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,223,9,0,1,2,0,597.0,48.0,150.0,100.0,0.75,2.931591329751752,baseline
1,224,5,0,0,1,1,576.0,63.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,225,8,1,1,4,1,933.0,165.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,226,7,1,1,2,1,665.0,56.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,227,4,1,1,2,1,78.0,200.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,228,3,1,1,2,1,585.0,78.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,229,2,1,1,3,1,684.0,109.0,225.0,100.0,0.75,2.931591329751752,size_high
1,230,9,1,0,3,0,422.0,117.0,150.0,100.0,0.75,2.931591329751752,baseline
1,231,9,1,1,2,1,694.0,107.0,150.0,100.0,0.75,2.931591329751752,baseline
1,232,6,0,0,3,1,556.0,79.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,233,9,0,0,2,1,692.0,178.0,150.0,100.0,0.75,2.931591329751752,baseline
1,234,9,0,0,1,1,421.0,57.0,150.0,100.0,0.75,2.931591329751752,baseline
1,235,1,0,0,4,1,544.0,147.0,75.0,100.0,0.75,2.931591329751752,size_low
1,236,1,1,1,2,1,618.0,52.0,75.0,100.0,0.75,2.931591329751752,size_low
1,237,2,0,0,1,1,705.0,84.0,225.0,100.0,0.75,2.931591329751752,size_high
1,238,6,1,1,2,1,794.0,57.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,239,1,1,1,3,1,672.0,69.0,75.0,100.0,0.75,2.931591329751752,size_low
1,240,5,0,0,2,1,760.0,83.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,241,2,1,1,2,1,704.0,78.0,225.0,100.0,0.75,2.931591329751752,size_high
1,242,9,0,0,2,1,592.0,65.0,150.0,100.0,0.75,2.931591329751752,baseline
1,243,7,1,0,2,0,612.0,108.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,244,9,0,0,2,1,864.0,101.0,150.0,100.0,0.75,2.931591329751752,baseline
1,245,4,0,0,3,1,181.0,68.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,246,8,1,1,2,1,495.0,117.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,247,4,0,0,4,1,120.0,90.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,248,7,1,1,2,1,571.0,120.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,249,8,1,1,2,1,529.0,91.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,250,7,0,0,1,1,495.0,107.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,251,4,1,1,4,1,428.0,212.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,252,8,0,1,3,0,1350.0,74.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,253,4,0,0,4,1,104.0,109.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,254,4,0,0,4,1,191.0,77.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,255,1,0,1,1,0,564.0,106.0,75.0,100.0,0.75,2.931591329751752,size_low
1,256,5,1,1,1,1,487.0,93.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,257,6,1,1,1,1,505.0,66.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,258,2,0,1,3,0,782.0,116.0,225.0,100.0,0.75,2.931591329751752,size_high
1,259,1,0,1,4,0,571.0,120.0,75.0,100.0,0.75,2.931591329751752,size_low
1,260,2,0,0,4,1,519.0,91.0,225.0,100.0,0.75,2.931591329751752,size_high
1,261,8,1,0,4,0,590.0,109.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,262,1,0,0,4,1,579.0,165.0,75.0,100.0,0.75,2.931591329751752,size_low
1,263,2,1,1,2,1,1072.0,115.0,225.0,100.0,0.75,2.931591329751752,size_high
1,264,2,0,0,4,1,656.0,124.0,225.0,100.0,0.75,2.931591329751752,size_high
1,265,8,0,0,4,1,475.0,93.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,266,4,0,0,2,1,626.0,179.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,267,2,0,0,2,1,650.0,129.0,225.0,100.0,0.75,2.931591329751752,size_high
1,268,4,0,1,1,0,131.0,59.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,269,9,1,0,4,0,2240.0,109.0,150.0,100.0,0.75,2.931591329751752,baseline
1,270,3,0,1,3,0,826.0,400.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,271,9,0,1,4,0,780.0,226.0,150.0,100.0,0.75,2.931591329751752,baseline
1,272,6,1,1,4,1,802.0,311.0,150.0,100.0,0.1,2.931591329751752,noise_low
1,273,7,0,1,4,0,608.0,94.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,274,5,1,1,4,1,534.0,99.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,275,9,0,1,3,0,695.0,44.0,150.0,100.0,0.75,2.931591329751752,baseline
1,276,7,0,1,2,0,501.0,186.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,277,1,1,1,1,1,738.0,148.0,75.0,100.0,0.75,2.931591329751752,size_low
1,278,2,0,1,3,0,894.0,77.0,225.0,100.0,0.75,2.931591329751752,size_high
1,279,9,1,1,2,1,608.0,131.0,150.0,100.0,0.75,2.931591329751752,baseline
1,280,8,1,1,3,1,563.0,293.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,281,9,1,1,2,1,491.0,195.0,150.0,100.0,0.75,2.931591329751752,baseline
1,282,3,0,1,3,0,532.0,77.0,150.0,33.0,0.75,2.931591329751752,dur_low
1,283,9,0,1,3,0,584.0,76.0,150.0,100.0,0.75,2.931591329751752,baseline
1,284,8,1,1,3,1,473.0,76.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,285,4,0,0,4,1,252.0,72.0,150.0,500.0,0.75,2.931591329751752,dur_high
1,286,9,1,1,2,1,484.0,93.0,150.0,100.0,0.75,2.931591329751752,baseline
1,287,1,1,1,1,1,493.0,587.0,75.0,100.0,0.75,2.931591329751752,size_low
1,288,1,0,1,2,0,657.0,218.0,75.0,100.0,0.75,2.931591329751752,size_low
1,289,2,0,1,3,0,634.0,34.0,225.0,100.0,0.75,2.931591329751752,size_high
1,290,8,0,0,3,1,413.0,117.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,291,9,0,1,3,0,508.0,93.0,150.0,100.0,0.75,2.931591329751752,baseline
1,292,5,1,1,1,1,537.0,76.0,150.0,100.0,0.9,2.931591329751752,noise_high
1,293,7,0,0,3,1,531.0,114.0,150.0,100.0,0.75,1.4657956648758756,tilt_low
1,294,2,1,1,1,1,479.0,98.0,225.0,100.0,0.75,2.931591329751752,size_high
1,295,8,1,1,2,1,654.0,173.0,150.0,100.0,0.75,5.863182659503503,tilt_high
1,296,9,1,1,2,1,186.0,118.0,150.0,100.0,0.75,2.931591329751752,baseline
