subj_no,stim_cond,stim_level,percept_acc,d-prime,c,beta,conf,c_conf,ic_conf,percept_rt,c_rt,ic_rt,conf_rt
8,0.0,0.0,0.73625,1.2996096884602808,-0.23734171478873567,0.7345835110459212,2.365,2.4108658743633278,2.2369668246445498,595.835,554.9235993208829,710.0379146919431,314.56125
8,0.0,1.0,0.65125,0.8816252580637051,-0.5035194069750664,0.6415196737030515,2.15125,2.224568138195777,2.014336917562724,531.79,519.1113243761996,555.4659498207885,281.4925
8,1.0,0.0,0.7375,1.2810009575878862,-0.12327676505557938,0.8539200959054414,2.3275,2.386440677966102,2.1619047619047618,549.90625,527.7152542372881,612.2523809523809,301.8725
8,1.0,1.0,0.65,0.9343096828239973,-0.6244655260221693,0.5579732886484351,2.18875,2.251923076923077,2.0714285714285716,577.71875,549.9134615384615,629.3571428571429,294.18125
8,2.0,0.0,0.7575,1.4665116825646343,-0.3139600882409212,0.631014689331405,2.35875,2.3993399339933994,2.231958762886598,569.535,547.4884488448845,638.4020618556701,291.68375
8,2.0,1.0,0.63,0.7287898871529103,-0.433381902548783,0.72917293866873,2.1575,2.232142857142857,2.0304054054054053,558.09,526.843253968254,611.293918918919,304.37
8,3.0,0.0,0.745,1.4168596238365634,-0.3831905555158863,0.5810449105863341,2.275,2.3506711409395975,2.053921568627451,562.9075,536.8825503355705,638.9411764705883,296.0975
8,3.0,1.0,0.6425,0.7825780634407101,-0.37248821212916744,0.7471411889808901,2.24125,2.291828793774319,2.1503496503496504,564.7175,539.5428015564203,609.9615384615385,299.95625
9,0.0,0.0,0.78625,1.8292778279827258,-0.5427828246062882,0.3705004623042144,3.48,3.5786963434022256,3.1169590643274856,742.605,710.3577106518283,861.2222222222222,303.93875
9,0.0,1.0,0.7275,1.2795946651587065,-0.33431654447995585,0.6519485268044691,3.38,3.4982817869415808,3.0642201834862384,770.11,734.3745704467354,865.5137614678899,312.09625
9,1.0,0.0,0.78,1.596957647963227,-0.25964279370316323,0.6605790070486444,3.5575,3.6666666666666665,3.1704545454545454,748.36375,727.7596153846154,821.4147727272727,283.475
9,1.0,1.0,0.73375,1.4764854152968347,-0.5872734921516402,0.42016795871053775,3.3025,3.405451448040886,3.0187793427230045,764.35125,715.671209540034,898.5070422535211,332.56
9,2.0,0.0,0.8025,1.8772266084338167,-0.44983689310223884,0.42979549124414446,3.58625,3.677570093457944,3.2151898734177213,715.73625,664.8255451713395,922.6012658227849,277.01875
9,2.0,1.0,0.71125,1.210723997596347,-0.4098600344188541,0.6088231915259208,3.27375,3.3848857644991215,3.0,796.97875,786.2970123022847,823.2900432900433,339.01625
9,3.0,0.0,0.815,1.9083392382106066,-0.35640949306282493,0.5065408938324558,3.48125,3.602760736196319,2.945945945945946,732.43125,666.4432515337423,1023.1351351351351,312.44
9,3.0,1.0,0.69875,1.169588347517942,-0.48436045324750127,0.5675069164539546,3.37875,3.4669051878354202,3.1742738589211617,780.28375,786.5831842576029,765.6721991701245,303.595
10,0.0,0.0,0.90375,2.6098771838056973,-0.05137315343239823,0.8745221806796293,3.09375,3.1881051175656987,2.207792207792208,1080.78375,1025.0276625172892,1604.3116883116884,173.65
10,0.0,1.0,0.77125,1.4887991888066736,0.0620216526149035,1.0967352214342636,2.43375,2.641815235008104,1.7322404371584699,1224.70875,1135.5202593192869,1525.4153005464482,182.5325
10,1.0,0.0,0.89125,2.466905060958968,-0.02011290799096621,0.9515941629413928,3.19,3.343618513323983,1.9310344827586208,1093.37125,1019.5834502103787,1698.0919540229886,173.4425
10,1.0,1.0,0.78375,1.5715715684626574,0.04693893504611496,1.0765569030871693,2.3375,2.473684210526316,1.8439306358381502,1212.12125,1139.9489633173844,1473.6936416184972,182.74
10,2.0,0.0,0.9,2.565449677690795,0.04279136095465985,1.116031493082672,3.065,3.1569444444444446,2.2375,1095.9175,1025.1263888888889,1733.0375,185.76625
10,2.0,1.0,0.775,1.5108825458757675,0.008335970911638735,1.0126743198711103,2.4625,2.6806451612903226,1.711111111111111,1209.575,1134.8709677419354,1466.888888888889,170.41625
10,3.0,0.0,0.88,2.352919249075411,0.050068495498904464,1.1250271028986079,2.94375,3.1107954545454546,1.71875,1019.90875,950.5326704545455,1528.6666666666667,178.18625
10,3.0,1.0,0.795,1.6477872606771151,-0.0,1.0,2.58375,2.743710691823899,1.9634146341463414,1285.58375,1214.6792452830189,1560.5548780487804,177.99625
11,0.0,0.0,0.89125,2.4827028743740476,0.114960308148223,1.3303103853877287,3.1575,3.2776998597475457,2.1724137931034484,747.0775,699.6311360448808,1135.9195402298851,475.50875
11,0.0,1.0,0.74875,1.6583307360397617,0.6655068817867397,3.015092522524961,2.7275,2.9432387312186976,2.084577114427861,799.06375,746.6994991652755,955.1144278606965,495.5525
11,1.0,0.0,0.8725,2.3818188088254963,0.3037628453938722,2.06165293890929,3.025,3.156160458452722,2.127450980392157,766.305,730.1346704871061,1013.8235294117648,473.09625
11,1.0,1.0,0.7675,1.6683650673680792,0.5221292116512073,2.389543007409068,2.86,3.08957654723127,2.1021505376344085,779.83625,710.8729641693811,1007.489247311828,497.965
11,2.0,0.0,0.86375,2.3405417913707867,0.36384964866715297,2.343405723126735,3.0675,3.218523878437048,2.110091743119266,755.705,708.6208393632417,1054.1926605504586,463.1925
11,2.0,1.0,0.77625,1.6973722891851324,0.4768300552074914,2.2464655677803678,2.8175,3.0209339774557167,2.111731843575419,790.43625,735.0289855072464,982.659217877095,507.86875
11,3.0,0.0,0.88,2.572968754921076,0.43589951279215317,3.069626296605136,3.18125,3.330965909090909,2.0833333333333335,701.91125,671.3267045454545,926.1979166666666,464.34
11,3.0,1.0,0.76,1.5518216083782577,0.4374288182993892,1.9715331570226238,2.70375,2.8865131578947367,2.125,844.23,778.7763157894736,1051.5,506.72125
12,0.0,0.0,0.7,1.0661517852153437,0.18129154767251576,1.2132276738482781,2.84875,2.898214285714286,2.7333333333333334,882.49625,847.8964285714286,963.2291666666666,709.5575
12,0.0,1.0,0.6825,0.9608962700999779,0.1552088786475937,1.1608350682872934,2.73125,2.836996336996337,2.5039370078740157,869.9425,829.3443223443223,957.2125984251968,731.415
12,1.0,0.0,0.70125,1.0842465362215172,0.23006994607792622,1.2833226592425597,2.91375,2.9875222816399285,2.7405857740585775,911.5,863.590017825312,1023.9581589958159,729.9
12,1.0,1.0,0.68125,0.9479907560378983,0.10884612925226705,1.1086966368362559,2.66625,2.744954128440367,2.4980392156862745,840.93875,813.1559633027523,900.3176470588236,711.0725
12,2.0,0.0,0.69,1.0076171981908288,0.17856934269301922,1.1971330110765366,2.85375,2.9184782608695654,2.7096774193548385,877.70375,844.5018115942029,951.6048387096774,719.20625
12,2.0,1.0,0.6925,1.0184276513214625,0.1574294807255751,1.1738988230505225,2.72625,2.8176895306859207,2.5203252032520327,874.735,832.9945848375452,968.7357723577236,721.76625
12,3.0,0.0,0.75625,1.4075565775096788,0.16494225847638921,1.2613285381393617,2.86375,2.9388429752066116,2.6307692307692307,844.24875,803.3471074380166,971.148717948718,721.07375
12,3.0,1.0,0.62625,0.6539183993918354,0.17598998419914028,1.121966656535921,2.71625,2.7824351297405188,2.6053511705685617,908.19,881.4750499001996,952.9531772575251,719.89875
13,0.0,0.0,0.83875,1.978692843656078,-0.005111461381714089,0.9899369625659241,2.53,2.633383010432191,1.9922480620155039,715.5975,685.4709388971684,872.3023255813954,534.1625
13,0.0,1.0,0.74375,1.338615603941554,0.20858849308045163,1.3220979244450806,2.0925,2.2588235294117647,1.6097560975609757,737.055,698.855462184874,847.9268292682926,498.8625
13,1.0,0.0,0.81,1.766651097398438,0.11113233451053417,1.2169309332109561,2.51,2.6574074074074074,1.881578947368421,721.44,683.6666666666666,882.4736842105264,524.12625
13,1.0,1.0,0.7725,1.5043775609288113,0.11653176676682292,1.1916129089139118,2.1125,2.2475728155339807,1.6538461538461537,731.2125,700.2491909385113,836.3516483516484,508.89875
13,2.0,0.0,0.83,1.9297773476338156,0.1497623411157521,1.335102373809743,2.48125,2.6069277108433737,1.8676470588235294,734.4075,695.097891566265,926.3308823529412,541.40125
13,2.0,1.0,0.7525,1.3699533402311632,0.0872165440731032,1.1269136309523742,2.14125,2.292358803986711,1.6818181818181819,718.245,688.0813953488372,809.9545454545455,491.62375
13,3.0,0.0,0.8525,2.1125117237203037,0.1313214013284264,1.319717897682974,2.47625,2.596774193548387,1.7796610169491525,678.55875,657.5557184750733,799.9491525423729,539.50875
13,3.0,1.0,0.73,1.2325525088966574,0.10620279747973405,1.1398543880704384,2.14625,2.2945205479452055,1.7453703703703705,774.09375,731.707191780822,888.6944444444445,493.51625
14,0.0,0.0,0.8575,2.1942367470312862,0.22839782628441446,1.6506330869368933,2.79125,2.9110787172011663,2.0701754385964914,1110.815,1057.5204081632653,1431.517543859649,467.68
14,0.0,1.0,0.80375,1.757996420325577,0.23565280476987144,1.5132759243667646,2.5175,2.681181959564541,1.8471337579617835,1170.2225,1098.9844479004666,1461.9808917197452,354.735
14,1.0,0.0,0.8575,2.4017002731122234,0.4945475737160242,3.2797101279338183,2.855,3.001457725947522,1.9736842105263157,1056.2625,1000.637026239067,1390.9912280701753,384.98625
14,1.0,1.0,0.80375,1.713141933968052,0.058794120858787935,1.1059698849301047,2.45375,2.5847589424572317,1.9171974522292994,1224.775,1159.6718506998445,1491.407643312102,437.42875
14,2.0,0.0,0.87375,2.448778004591202,0.37380413762721626,2.497682620644991,2.78125,2.90414878397711,1.9306930693069306,1066.945,1007.9685264663806,1475.1089108910892,422.51875
14,2.0,1.0,0.7875,1.613002945882382,0.1476637802050032,1.2689402616303582,2.5275,2.684126984126984,1.9470588235294117,1214.0925,1154.8190476190475,1433.7529411764706,399.89625
14,3.0,0.0,0.895,2.5314626893484338,0.139340215635416,1.422953380294111,2.84,2.956703910614525,1.8452380952380953,1041.26625,987.9706703910615,1495.547619047619,418.1325
14,3.0,1.0,0.76625,1.518840926575102,0.2987011543972257,1.5740934796743193,2.46875,2.6166394779771616,1.9839572192513368,1239.77125,1182.2495921696575,1428.331550802139,404.2825
15,0.0,0.0,0.83625,2.270828478879909,0.5599834708321814,3.5666486923810985,3.0625,3.2765321375186844,1.9694656488549618,485.36875,474.78923766816143,539.3969465648855,389.45375
15,0.0,1.0,0.72,1.2151127279662914,0.2889170000187705,1.4205821097397746,2.4125,2.6527777777777777,1.7946428571428572,576.19125,529.7447916666666,695.625,403.0675
15,1.0,0.0,0.79375,1.7264132934670284,0.324370616455064,1.7506685512352733,2.77625,3.0362204724409447,1.7757575757575759,524.56375,492.05826771653545,649.660606060606,394.25625
15,1.0,1.0,0.7625,1.565123967423674,0.43077763877668096,1.962502426446577,2.69875,2.9377049180327868,1.931578947368421,536.99625,508.7049180327869,627.8263157894737,398.265
15,2.0,0.0,0.8225,2.1383059645907725,0.5519292685570224,3.2550044636730013,2.95125,3.1656534954407296,1.9577464788732395,489.2775,483.06686930091183,518.056338028169,385.2275
15,2.0,1.0,0.73375,1.2967905499168002,0.2765391855733253,1.4313433408855614,2.52375,2.7887563884156727,1.7934272300469483,572.2825,519.4361158432708,717.9201877934272,407.29375
15,3.0,0.0,0.8275,1.9543009181709257,0.26278301880527544,1.6712253417185405,2.90125,3.1495468277945617,1.710144927536232,529.62375,484.6978851963746,745.1376811594203,385.94
15,3.0,1.0,0.72875,1.3644733539854732,0.48034319785088586,1.925942569192194,2.57375,2.804459691252144,1.9539170506912442,531.93625,517.8336192109776,569.8248847926267,406.58125
16,0.0,0.0,0.70125,1.0714518116067695,0.17057665703670266,1.2005318515130499,2.23375,2.393939393939394,1.8577405857740585,1355.54625,1291.1586452762924,1506.6820083682007,739.705
16,0.0,1.0,0.59125,0.4617168792575275,0.02896496048691302,1.013463437890852,1.805,1.9238900634249472,1.6330275229357798,1907.18625,1350.6109936575053,2712.262996941896,511.245
16,1.0,0.0,0.685,0.9681619736787839,0.09876052043182423,1.1003366521415914,2.22875,2.3886861313868613,1.880952380952381,1318.7375,1177.9324817518248,1624.9325396825398,657.59625
16,1.0,1.0,0.6075,0.5478918342121262,0.09120333166061916,1.0512390968750092,1.81,1.9423868312757202,1.605095541401274,1943.995,1476.6913580246915,2667.2738853503183,593.35375
16,2.0,0.0,0.665,0.8650928150571862,0.1727230074129162,1.1611622378554605,2.1725,2.325187969924812,1.8694029850746268,1659.9825,1165.5357142857142,2641.4962686567164,599.33375
16,2.0,1.0,0.6275,0.6506063195698697,0.019822371685537493,1.0129800795720674,1.86625,2.0239043824701195,1.6006711409395973,1602.75,1480.3067729083666,1809.013422818792,651.61625
16,3.0,0.0,0.69125,1.0021372603126122,0.0817728771149101,1.0853989844922558,2.10625,2.305605786618445,1.6599190283400809,1509.58625,1421.614828209765,1706.5425101214576,668.40875
16,3.0,1.0,0.60125,0.5161184642634596,0.10709001663495243,1.0568271185731646,1.9325,2.0332640332640333,1.780564263322884,1753.14625,1199.6382536382537,2587.746081504702,582.54125
17,0.0,0.0,0.5825,0.4220096728498084,-0.16085125296017055,0.9343718584159091,2.95375,3.0107296137339055,2.874251497005988,478.79,490.82832618025753,461.9940119760479,366.69875
17,0.0,1.0,0.55125,0.28952402854782994,-0.48324400016365454,0.869435829345626,2.665,2.7233560090702946,2.5933147632311977,526.66375,533.3265306122449,518.4791086350975,345.30625
17,1.0,0.0,0.59,0.4615618435855507,-0.1680741438495615,0.9253561285801367,2.9325,2.983050847457627,2.8597560975609757,497.41125,495.60169491525426,500.015243902439,358.77625
17,1.0,1.0,0.54375,0.24597578110732232,-0.47477223548881725,0.889778724369143,2.68625,2.749425287356322,2.610958904109589,508.0425,528.7333333333333,483.3835616438356,353.22875
17,2.0,0.0,0.58375,0.4330203305877187,-0.21651016529385936,0.9105073536495538,2.92125,2.9571734475374734,2.870870870870871,493.99125,483.17558886509636,509.1591591591592,349.95625
17,2.0,1.0,0.55,0.2748621569939176,-0.4232719533781245,0.8901712294678501,2.6975,2.7795454545454548,2.5972222222222223,511.4625,541.5454545454545,474.69444444444446,362.04875
17,3.0,0.0,0.59,0.4791472939443649,-0.3211293849029009,0.8573849519355353,2.81375,2.8834745762711864,2.7134146341463414,527.655,526.1822033898305,529.7743902439024,359.8325
17,3.0,1.0,0.54375,0.23112685144586798,-0.31745690486478473,0.9292543255885559,2.805,2.857471264367816,2.7424657534246575,477.79875,495.55172413793105,456.64109589041095,352.1725
18,0.0,0.0,0.6725,0.9546597742174794,-0.3642913464641746,0.7062582645552156,2.6625,2.806691449814126,2.366412213740458,474.76375,479.0669144981413,465.92748091603056,281.4275
18,0.0,1.0,0.65625,0.843677023243937,-0.3087999709774034,0.7706450093618041,2.1425,2.257142857142857,1.9236363636363636,471.495,471.15809523809526,472.1381818181818,288.89
18,1.0,0.0,0.72625,1.217539434019402,-0.15500752683982152,0.8280118803116768,2.91375,3.0120481927710845,2.65296803652968,469.99375,476.0413080895009,453.9497716894977,289.16875
18,1.0,1.0,0.6025,0.5917196790164959,-0.5105614075099923,0.7392573097989305,1.89125,1.9605809128630705,1.7861635220125787,476.265,474.0995850622407,479.54716981132077,281.14875
18,2.0,0.0,0.7125,1.155746976775374,-0.24602014195087046,0.7525129785347588,2.77125,2.8789473684210525,2.5043478260869567,476.71,482.35087719298247,462.7304347826087,309.07
18,2.0,1.0,0.61625,0.6466715815147751,-0.4237695112688575,0.7603018906386658,2.03375,2.1379310344827585,1.8664495114006514,469.54875,466.84787018255577,473.885993485342,261.2475
18,3.0,0.0,0.72,1.2151127279662912,-0.2889170000187704,0.703936782776451,2.3675,2.5034722222222223,2.017857142857143,481.8425,479.2638888888889,488.4732142857143,287.225
18,3.0,1.0,0.60875,0.5945331038925615,-0.3851113898421526,0.7953591781458228,2.4375,2.572895277207392,2.2268370607028753,464.41625,470.30800821355234,455.24920127795525,283.0925
19,0.0,0.0,0.8375,2.0369665919050695,0.26306826959206553,1.708919460856527,2.56625,2.735820895522388,1.6923076923076923,1055.6325,975.9149253731343,1466.4846153846154,452.84375
19,0.0,1.0,0.76875,1.525209800608459,-0.27382848918955993,0.6585953988007921,2.2025,2.396747967479675,1.5567567567567568,1101.45875,1050.1170731707316,1272.1351351351352,446.99625
19,1.0,0.0,0.845,2.077459068809008,0.21483590406594644,1.5625401482957366,2.54875,2.717455621301775,1.6290322580645162,1003.095,946.9689349112426,1309.0725806451612,455.2725
19,1.0,1.0,0.76125,1.457114437041252,-0.2256080346255681,0.7198325061618605,2.22,2.413793103448276,1.6020942408376964,1153.99625,1082.9786535303776,1380.434554973822,444.5675
19,2.0,0.0,0.84,1.9915479655301573,0.05144194675815972,1.1078809142211246,2.55375,2.71875,1.6875,1036.02625,967.2202380952381,1397.2578125,453.255
19,2.0,1.0,0.76625,1.460730733715013,-0.10235935241993704,0.8611216873496114,2.215,2.4143556280587277,1.5614973262032086,1121.065,1059.8907014681893,1321.5989304812833,446.585
19,3.0,0.0,0.87375,2.2980550955755144,-0.09090593010298054,0.8114708320788186,2.58,2.7138769670958514,1.6534653465346534,1011.34875,973.7038626609442,1271.881188118812,455.27
19,3.0,1.0,0.7325,1.2407832041381552,-1.1102230246251565e-16,0.9999999999999999,2.18875,2.4061433447098977,1.5934579439252337,1145.7425,1056.4266211604095,1390.3177570093458,444.57
20,0.0,0.0,0.76875,1.674951109299622,-0.5188361906854358,0.41936012005174755,3.21375,3.341463414634146,2.789189189189189,611.08,586.780487804878,691.8594594594595,239.42
20,0.0,1.0,0.7675,1.5476713455203785,-0.34081534217247056,0.5900959435042407,3.2375,3.3566775244299674,2.8440860215053765,590.18125,557.9804560260586,696.4784946236559,247.97375
